Estructura,N,Trial,Preprocesamiento_ns,TiempoBatch_s,Throughput,Memoria_Bytes
Hybrid_2,65536,12,3586526,0.103465,9665077.518513,2113560
Hybrid_3,65536,12,2251129,0.216167,4626049.859464,704536
Fischer_Heun,65536,12,1550005,0.048144,20770949.517370,1121640
Naive,65536,13,251,26.376188,37912.984250,0
Block_Decomp,65536,13,289264,0.601721,1661898.800880,1024
Sparse_Table,65536,13,8034912,0.032378,30885575.305920,4980736
Segment_Tree,65536,13,1452588,0.514486,1943688.151066,1048580
Hybrid_1,65536,13,471882,0.129045,7749218.729580,245760
Hybrid_2,65536,13,3670142,0.104382,9580189.669936,2113560
Hybrid_3,65536,13,2336285,0.219483,4556157.705458,704536
Fischer_Heun,65536,13,1373307,0.052687,18980053.671796,1123048
Naive,65536,14,441,26.172366,38208.237747,0
Block_Decomp,65536,14,283862,0.671362,1489508.293829,1024
Sparse_Table,65536,14,8038068,0.035980,27793250.898181,4980736
Segment_Tree,65536,14,1498593,0.509928,1961059.500361,1048580
Hybrid_1,65536,14,622705,0.136115,7346739.717847,245760
Hybrid_2,65536,14,4003513,0.107259,9323266.070630,2113560
Hybrid_3,65536,14,2313461,0.219301,4559952.125610,704536
Fischer_Heun,65536,14,1379750,0.047489,21057307.631177,1121576
Naive,65536,15,347,26.212793,38149.310764,0
Block_Decomp,65536,15,300295,0.603265,1657646.827340,1024
Sparse_Table,65536,15,7709567,0.032077,31175186.372279,4980736
Segment_Tree,65536,15,1353784,0.520008,1923048.158714,1048580
Hybrid_1,65536,15,611839,0.137718,7261239.252903,245760
Hybrid_2,65536,15,3596075,0.101782,9824886.238379,2113560
Hybrid_3,65536,15,2119476,0.218000,4587151.923242,704536
Fischer_Heun,65536,15,1458898,0.053005,18866188.838929,1122088
Naive,65536,16,354,26.446862,37811.668910,0
Block_Decomp,65536,16,299448,0.640450,1561401.066412,1024
Sparse_Table,65536,16,8052453,0.035303,28326397.945271,4980736
Segment_Tree,65536,16,1441787,0.528973,1890455.924564,1048580
Hybrid_1,65536,16,589538,0.141679,7058229.824334,245760
Hybrid_2,65536,16,3714464,0.109775,9109565.895935,2113560
Hybrid_3,65536,16,2252681,0.225390,4436758.027368,704536
Fischer_Heun,65536,16,1573144,0.061662,16217463.996662,1122536
Naive,65536,17,369,26.444794,37814.625523,0
Block_Decomp,65536,17,278177,0.591167,1691568.176956,1024
Sparse_Table,65536,17,7897182,0.032891,30403084.088850,4980736
Segment_Tree,65536,17,1514714,0.509387,1963143.249750,1048580
Hybrid_1,65536,17,502089,0.138246,7233469.785507,245760
Hybrid_2,65536,17,3997765,0.102808,9726825.036887,2113560
Hybrid_3,65536,17,2426070,0.215721,4635626.241398,704536
Fischer_Heun,65536,17,1412905,0.050364,19855274.112781,1122408
Naive,65536,18,232,25.974697,38499.006008,0
Block_Decomp,65536,18,291573,0.610061,1639181.139587,1024
Sparse_Table,65536,18,8116154,0.030709,32563710.655670,4980736
Segment_Tree,65536,18,1533543,0.510719,1958025.152983,1048580
Hybrid_1,65536,18,567507,0.131474,7606068.797105,245760
Hybrid_2,65536,18,3700755,0.101904,9813118.962479,2113560
Hybrid_3,65536,18,2189700,0.218996,4566284.315547,704536
Fischer_Heun,65536,18,1381018,0.051394,19457633.639260,1122408
Naive,65536,19,242,26.172315,38208.312560,0
Block_Decomp,65536,19,279722,0.607066,1647267.882754,1024
Sparse_Table,65536,19,8333958,0.037858,26414771.182309,4980736
Segment_Tree,65536,19,1539364,0.509462,1962856.536009,1048580
Hybrid_1,65536,19,510657,0.134615,7428586.141417,245760
Hybrid_2,65536,19,3519741,0.106983,9347305.511128,2113560
Hybrid_3,65536,19,2216489,0.218213,4582669.193819,704536
Fischer_Heun,65536,19,1424555,0.058618,17059492.472252,1123688
Naive,65536,20,328,26.235352,38116.508023,0
Block_Decomp,65536,20,282967,0.610968,1636745.818298,1024
Sparse_Table,65536,20,8600481,0.032820,30469421.041390,4980736
Segment_Tree,65536,20,1277167,0.522341,1914456.735550,1048580
Hybrid_1,65536,20,569900,0.159390,6273932.424992,245760
Hybrid_2,65536,20,3550367,0.102639,9742843.017127,2113560
Hybrid_3,65536,20,2447281,0.222559,4493186.430999,704536
Fischer_Heun,65536,20,1411036,0.052474,19057195.923811,1121128
Naive,65536,21,310,25.970856,38504.698605,0
Block_Decomp,65536,21,319658,0.597112,1674728.230587,1024
Sparse_Table,65536,21,7955069,0.035273,28349994.861563,4980736
Segment_Tree,65536,21,1637856,0.515367,1940364.063097,1048580
Hybrid_1,65536,21,546099,0.138081,7242107.589170,245760
Hybrid_2,65536,21,3409756,0.105033,9520791.342280,2113560
Hybrid_3,65536,21,2152320,0.220662,4531825.143134,704536
Fischer_Heun,65536,21,1559280,0.055841,17908104.525810,1122728
Naive,65536,22,791,26.309874,38008.544419,0
Block_Decomp,65536,22,297248,0.593212,1685738.545033,1024
Sparse_Table,65536,22,7539063,0.036713,27238641.084898,4980736
Segment_Tree,65536,22,1347750,0.504710,1981335.930453,1048580
Hybrid_1,65536,22,493270,0.137901,7251573.299530,245760
Hybrid_2,65536,22,3471702,0.101378,9864118.317732,2113560
Hybrid_3,65536,22,2241187,0.217122,4605703.490419,704536
Fischer_Heun,65536,22,1696881,0.052726,18966150.220293,1121640
Naive,65536,23,319,25.996212,38467.142603,0
Block_Decomp,65536,23,278685,0.592048,1689053.134818,1024
Sparse_Table,65536,23,8021257,0.036250,27586169.607660,4980736
Segment_Tree,65536,23,1436633,0.508075,1968214.400271,1048580
Hybrid_1,65536,23,507173,0.134814,7417604.690775,245760
Hybrid_2,65536,23,3818709,0.103194,9690497.525260,2113560
Hybrid_3,65536,23,2208412,0.218966,4566911.243793,704536
Fischer_Heun,65536,23,1448709,0.053884,18558384.333784,1122792
Naive,65536,24,354,26.150046,38240.850475,0
Block_Decomp,65536,24,311880,0.601192,1663363.133227,1024
Sparse_Table,65536,24,8763907,0.039135,25552524.146049,4980736
Segment_Tree,65536,24,1540744,0.516121,1937530.854816,1048580
Hybrid_1,65536,24,674212,0.133429,7494612.048452,245760
Hybrid_2,65536,24,3827983,0.105035,9520656.010520,2113560
Hybrid_3,65536,24,2192767,0.226063,4423546.314083,704536
Fischer_Heun,65536,24,1985343,0.051802,19304170.741375,1122792
Naive,65536,25,370,26.130838,38268.960316,0
Block_Decomp,65536,25,269622,0.593763,1684174.315504,1024
Sparse_Table,65536,25,8077485,0.037892,26390636.792079,4980736
Segment_Tree,65536,25,1538670,0.507463,1970585.286255,1048580
Hybrid_1,65536,25,536243,0.134181,7452636.742134,245760
Hybrid_2,65536,25,3358818,0.108947,9178786.711441,2113560
Hybrid_3,65536,25,2416378,0.219667,4552353.989699,704536
Fischer_Heun,65536,25,1360412,0.053599,18656940.927741,1121128
Naive,65536,26,349,26.662232,37506.236747,0
Block_Decomp,65536,26,270418,0.597792,1672822.505722,1024
Sparse_Table,65536,26,8732626,0.037720,26510947.722373,4980736
Segment_Tree,65536,26,1498596,0.515526,1939766.220267,1048580
Hybrid_1,65536,26,483640,0.134090,7457692.973865,245760
Hybrid_2,65536,26,3505878,0.104721,9549168.203947,2113560
Hybrid_3,65536,26,2214401,0.220311,4539029.013455,704536
Fischer_Heun,65536,26,1387085,0.047920,20868224.570060,1122536
Naive,65536,27,318,25.943304,38545.591744,0
Block_Decomp,65536,27,311530,0.600249,1665975.389615,1024
Sparse_Table,65536,27,8281728,0.036448,27436576.512271,4980736
Segment_Tree,65536,27,1545174,0.514258,1944550.788146,1048580
Hybrid_1,65536,27,567134,0.135605,7374377.189600,245760
Hybrid_2,65536,27,3647642,0.106135,9421978.218949,2113560
Hybrid_3,65536,27,2502893,0.216252,4624236.250158,704536
Fischer_Heun,65536,27,1785839,0.061613,16230387.098790,1121768
Naive,65536,28,223,26.017340,38435.904659,0
Block_Decomp,65536,28,285300,0.588580,1699005.324469,1024
Sparse_Table,65536,28,8082416,0.036330,27525542.878025,4980736
Segment_Tree,65536,28,1351687,0.504664,1981514.541987,1048580
Hybrid_1,65536,28,752030,0.134620,7428308.852710,245760
Hybrid_2,65536,28,3294972,0.102891,9719064.039360,2113560
Hybrid_3,65536,28,2360316,0.219078,4564579.636176,704536
Fischer_Heun,65536,28,1419128,0.049621,20152839.131977,1121640
Naive,65536,29,438,25.974445,38499.379233,0
Block_Decomp,65536,29,264549,0.587195,1703012.933527,1024
Sparse_Table,65536,29,8354972,0.035449,28209596.966949,4980736
Segment_Tree,65536,29,1358890,0.512492,1951248.432552,1048580
Hybrid_1,65536,29,488132,0.131821,7586058.638807,245760
Hybrid_2,65536,29,3659423,0.104477,9571454.767133,2113560
Hybrid_3,65536,29,2223629,0.225387,4436820.350389,704536
Fischer_Heun,65536,29,1558334,0.046758,21386514.694664,1121896
Naive,65536,30,251,26.290911,38035.958162,0
Block_Decomp,65536,30,348995,0.643096,1554978.629112,1024
Sparse_Table,65536,30,7956808,0.034608,28895044.817659,4980736
Segment_Tree,65536,30,1364653,0.514738,1942737.467343,1048580
Hybrid_1,65536,30,622942,0.130536,7660730.456011,245760
Hybrid_2,65536,30,3532180,0.101746,9828377.462453,2113560
Hybrid_3,65536,30,2226802,0.223730,4469671.249109,704536
Fischer_Heun,65536,30,1504569,0.052834,18927122.496507,1122472
Naive,262144,1,465,104.023233,9613.237109,0
Block_Decomp,262144,1,1255853,1.089288,918031.141171,2048
Sparse_Table,262144,1,60404489,0.049843,20063001.435849,22020096
Segment_Tree,262144,1,5759918,0.604719,1653659.797263,4194308
Hybrid_1,262144,1,2401372,0.163145,6129506.994313,932096
Hybrid_2,262144,1,15546458,0.158565,6306562.653874,8388624
Hybrid_3,262144,1,7103355,0.252001,3968240.976989,2854548
Fischer_Heun,262144,1,5573818,0.068565,14584797.008868,4383078
Naive,262144,2,392,108.942892,9179.121113,0
Block_Decomp,262144,2,1084435,1.073428,931594.654383,2048
Sparse_Table,262144,2,63156459,0.046220,21635627.006204,22020096
Segment_Tree,262144,2,5696077,0.601247,1663209.854078,4194308
Hybrid_1,262144,2,2361831,0.158648,6303245.603563,932096
Hybrid_2,262144,2,14620776,0.156216,6401383.354306,8388624
Hybrid_3,262144,2,7147760,0.244138,4096050.600709,2854548
Fischer_Heun,262144,2,6034604,0.061159,16350773.537110,4379433
Naive,262144,3,449,105.314811,9495.340564,0
Block_Decomp,262144,3,1214764,1.083895,922598.571615,2048
Sparse_Table,262144,3,61216235,0.053113,18827776.249276,22020096
Segment_Tree,262144,3,6513807,0.615856,1623756.679971,4194308
Hybrid_1,262144,3,2120386,0.164546,6077310.709304,932096
Hybrid_2,262144,3,15002417,0.151332,6608008.782414,8388624
Hybrid_3,262144,3,6137928,0.264049,3787181.329663,2854548
Fischer_Heun,262144,3,5609903,0.065995,15152757.677645,4377327
Naive,262144,4,503,104.063390,9609.527405,0
Block_Decomp,262144,4,1201405,1.135104,880976.628701,2048
Sparse_Table,262144,4,53685044,0.040792,24514680.420252,22020096
Segment_Tree,262144,4,4714859,0.590544,1693353.818422,4194308
Hybrid_1,262144,4,2291222,0.159654,6263557.352448,932096
Hybrid_2,262144,4,16310097,0.138583,7215915.764401,8388624
Hybrid_3,262144,4,6072219,0.246397,4058496.654510,2854548
Fischer_Heun,262144,4,5800522,0.088325,11321877.035426,4377408
Naive,262144,5,103,105.429158,9485.042116,0
Block_Decomp,262144,5,1116613,1.087321,919691.690210,2048
Sparse_Table,262144,5,57847983,0.046635,21442942.795160,22020096
Segment_Tree,262144,5,5702620,0.596835,1675503.610602,4194308
Hybrid_1,262144,5,2092534,0.157363,6354716.877250,932096
Hybrid_2,262144,5,15272834,0.155928,6413212.161077,8388624
Hybrid_3,262144,5,7142672,0.250295,3995293.224958,2854548
Fischer_Heun,262144,5,6285900,0.072111,13867603.850429,4377408
Naive,262144,6,208,104.219396,9595.142963,0
Block_Decomp,262144,6,1073952,1.101903,907520.505907,2048
Sparse_Table,262144,6,57907336,0.050617,19756154.526161,22020096
Segment_Tree,262144,6,6457730,0.607101,1647171.033083,4194308
Hybrid_1,262144,6,2267611,0.157312,6356800.243318,932096
Hybrid_2,262144,6,15695831,0.152624,6552058.710901,8388624
Hybrid_3,262144,6,6951937,0.259643,3851439.294804,2854548
Fischer_Heun,262144,6,6236613,0.068418,14616130.926273,4378785
Naive,262144,7,603,104.278471,9589.707143,0
Block_Decomp,262144,7,1584244,1.100071,909032.397981,2048
Sparse_Table,262144,7,55786608,0.041177,24285143.723609,22020096
Segment_Tree,262144,7,4819797,0.595432,1679453.146812,4194308
Hybrid_1,262144,7,2224469,0.157068,6366651.986228,932096
Hybrid_2,262144,7,15823945,0.154095,6489488.067649,8388624
Hybrid_3,262144,7,7433885,0.247474,4040824.563710,2854548
Fischer_Heun,262144,7,6978452,0.065151,15348977.656017,4382673
Naive,262144,8,418,104.343164,9583.761549,0
Block_Decomp,262144,8,1177442,1.072235,932631.611982,2048
Sparse_Table,262144,8,58358310,0.050904,19644999.535298,22020096
Segment_Tree,262144,8,6046415,0.604452,1654390.033806,4194308
Hybrid_1,262144,8,2179025,0.177521,5633121.986671,932096
Hybrid_2,262144,8,18218543,0.161916,6176028.014068,8388624
Hybrid_3,262144,8,7241067,0.254365,3931364.369508,2854548
Fischer_Heun,262144,8,5589241,0.063855,15660445.951244,4378461
Naive,262144,9,477,104.029848,9612.625750,0
Block_Decomp,262144,9,1169500,1.085518,921219.415930,2048
Sparse_Table,262144,9,57475286,0.045811,21828874.632887,22020096
Segment_Tree,262144,9,5668647,0.602130,1660770.502351,4194308
Hybrid_1,262144,9,2507354,0.160446,6232629.428060,932096
Hybrid_2,262144,9,16094528,0.153736,6504648.449445,8388624
Hybrid_3,262144,9,7032006,0.255330,3916501.641933,2854548
Fischer_Heun,262144,9,7880197,0.070967,14091046.280055,4381215
Naive,262144,10,389,104.696656,9551.403409,0
Block_Decomp,262144,10,1597888,1.077211,928323.569958,2048
Sparse_Table,262144,10,56965085,0.046725,21401623.574248,22020096
Segment_Tree,262144,10,5807862,0.593394,1685222.125067,4194308
Hybrid_1,262144,10,2704474,0.158508,6308823.748643,932096
Hybrid_2,262144,10,14732189,0.157938,6331617.718196,8388624
Hybrid_3,262144,10,6928244,0.253882,3938841.249545,2854548
Fischer_Heun,262144,10,6378316,0.067279,14863534.839613,4376841
Naive,262144,11,375,105.284212,9498.100260,0
Block_Decomp,262144,11,1406347,1.087604,919452.584706,2048
Sparse_Table,262144,11,57699841,0.046442,21532177.653988,22020096
Segment_Tree,262144,11,5701519,0.606989,1647474.994320,4194308
Hybrid_1,262144,11,2243523,0.179858,5559937.867694,932096
Hybrid_2,262144,11,15759872,0.156096,6406334.296348,8388624
Hybrid_3,262144,11,6871578,0.279278,3580661.280965,2854548
Fischer_Heun,262144,11,5668934,0.066259,15092389.344224,4376031
Naive,262144,12,599,104.145576,9601.944079,0
Block_Decomp,262144,12,1117409,0.991056,1009024.345452,2048
Sparse_Table,262144,12,59114742,0.048348,20683232.101667,22020096
Segment_Tree,262144,12,5878389,0.572077,1748016.777514,4194308
Hybrid_1,262144,12,2342965,0.160072,6247169.602677,932096
Hybrid_2,262144,12,15079133,0.155307,6438845.627788,8388624
Hybrid_3,262144,12,6774431,0.249671,4005270.391118,2854548
Fischer_Heun,262144,12,6104147,0.067470,14821477.233514,4378542
Naive,262144,13,379,103.531850,9658.863426,0
Block_Decomp,262144,13,1257030,1.075941,929418.759938,2048
Sparse_Table,262144,13,62430226,0.049787,20085417.253956,22020096
Segment_Tree,262144,13,5780383,0.601113,1663580.325903,4194308
Hybrid_1,262144,13,2363117,0.168563,5932492.412817,932096
Hybrid_2,262144,13,15827970,0.158015,6328501.261042,8388624
Hybrid_3,262144,13,7499200,0.262187,3814077.178363,2854548
Fischer_Heun,262144,13,7306375,0.066250,15094330.964761,4377084
Naive,262144,14,376,104.056768,9610.138956,0
Block_Decomp,262144,14,1293056,1.071686,933109.165303,2048
Sparse_Table,262144,14,59896415,0.049271,20295792.915530,22020096
Segment_Tree,262144,14,5651435,0.626978,1594951.842168,4194308
Hybrid_1,262144,14,2507823,0.162601,6150012.935937,932096
Hybrid_2,262144,14,15208226,0.158514,6308586.661465,8388624
Hybrid_3,262144,14,7428786,0.259046,3860311.613232,2854548
Fischer_Heun,262144,14,5748928,0.068868,14520468.778814,4378623
Naive,262144,15,471,104.190563,9597.798229,0
Block_Decomp,262144,15,1076581,1.073527,931509.039203,2048
Sparse_Table,262144,15,56330691,0.040564,24652305.121186,22020096
Segment_Tree,262144,15,4783864,0.596373,1676804.084791,4194308
Hybrid_1,262144,15,2166812,0.161518,6191246.694075,932096
Hybrid_2,262144,15,15441400,0.145784,6859476.631399,8388624
Hybrid_3,262144,15,6485020,0.250706,3988736.144183,2854548
Fischer_Heun,262144,15,5807172,0.061456,16271796.274507,4379595
Naive,262144,16,240,103.943356,9620.624522,0
Block_Decomp,262144,16,1159871,1.072123,932729.005153,2048
Sparse_Table,262144,16,55083917,0.039752,25156180.258421,22020096
Segment_Tree,262144,16,4577172,0.589886,1695241.734809,4194308
Hybrid_1,262144,16,2109731,0.158301,6317076.933861,932096
Hybrid_2,262144,16,14925264,0.144227,6933538.133409,8388624
Hybrid_3,262144,16,6281001,0.250273,3995630.314758,2854548
Fischer_Heun,262144,16,6567808,0.068126,14678743.945752,4379676
Naive,262144,17,286,128.275316,7795.732127,0
Block_Decomp,262144,17,1440725,1.326986,753587.305418,2048
Sparse_Table,262144,17,69362563,0.052649,18993660.770749,22020096
Segment_Tree,262144,17,9066501,0.774608,1290975.522749,4194308
Hybrid_1,262144,17,3143385,0.187379,5336764.858906,932096
Hybrid_2,262144,17,17910344,0.199179,5020612.022245,8388624
Hybrid_3,262144,17,8725703,0.408578,2447515.418185,2854548
Fischer_Heun,262144,17,6678803,0.074852,13359617.043906,4379838
Naive,262144,18,269,135.381749,7386.520039,0
Block_Decomp,262144,18,1440118,1.455561,687020.211577,2048
Sparse_Table,262144,18,66989126,0.054607,18312743.979543,22020096
Segment_Tree,262144,18,5931694,0.820875,1218212.881946,4194308
Hybrid_1,262144,18,2894603,0.219076,4564620.682258,932096
Hybrid_2,262144,18,20787895,0.213355,4687019.953952,8388624
Hybrid_3,262144,18,12045073,0.344030,2906719.322081,2854548
Fischer_Heun,262144,18,7650100,0.074413,13438587.937685,4379838
Naive,262144,19,357,136.404562,7331.133082,0
Block_Decomp,262144,19,1575800,1.377211,726105.395353,2048
Sparse_Table,262144,19,65283250,0.061120,16361316.775135,22020096
Segment_Tree,262144,19,7351999,0.827829,1207979.479502,4194308
Hybrid_1,262144,19,3271216,0.199650,5008767.170749,932096
Hybrid_2,262144,19,23335583,0.199111,5022326.122989,8388624
Hybrid_3,262144,19,8585531,0.336685,2970137.345121,2854548
Fischer_Heun,262144,19,7883705,0.075373,13267402.832394,4377165
Naive,262144,20,328,137.370084,7279.605364,0
Block_Decomp,262144,20,1447036,1.470465,680056.759387,2048
Sparse_Table,262144,20,67272759,0.061520,16254837.622543,22020096
Segment_Tree,262144,20,6213149,0.899232,1112060.611938,4194308
Hybrid_1,262144,20,3862460,0.211340,4731707.925732,932096
Hybrid_2,262144,20,19554828,0.216321,4622749.800837,8388624
Hybrid_3,262144,20,11788712,0.373847,2674893.261661,2854548
Fischer_Heun,262144,20,8074318,0.089331,11194264.220211,4378866
Naive,262144,21,502,138.885971,7200.151250,0
Block_Decomp,262144,21,1284487,1.414810,706808.779016,2048
Sparse_Table,262144,21,71851165,0.065048,15373364.919654,22020096
Segment_Tree,262144,21,6975168,0.820298,1219068.744000,4194308
Hybrid_1,262144,21,2867015,0.228216,4381818.654816,932096
Hybrid_2,262144,21,23548660,0.216311,4622980.584998,8388624
Hybrid_3,262144,21,9211318,0.353072,2832280.115041,2854548
Fischer_Heun,262144,21,7550153,0.076717,13034944.679304,4381377
Naive,262144,22,413,133.676319,7480.756554,0
Block_Decomp,262144,22,1266283,1.409699,709371.118215,2048
Sparse_Table,262144,22,68049259,0.052337,19106900.663529,22020096
Segment_Tree,262144,22,6399885,0.807004,1239150.761111,4194308
Hybrid_1,262144,22,2372168,0.202104,4947945.999998,932096
Hybrid_2,262144,22,18829959,0.198785,5030548.635407,8388624
Hybrid_3,262144,22,8730860,0.337786,2960457.924342,2854548
Fischer_Heun,262144,22,7899006,0.076570,13059869.760188,4379919
Naive,262144,23,544,49.078844,20375.378198,0
Block_Decomp,262144,23,539772,0.496327,2014802.609708,2048
Sparse_Table,262144,23,39431927,0.028530,35050333.505676,22020096
Segment_Tree,262144,23,2112532,0.291345,3432360.161863,4194308
Hybrid_1,262144,23,1016349,0.072917,13714256.687082,932096
Hybrid_2,262144,23,6268545,0.091304,10952367.856478,8388624
Hybrid_3,262144,23,3280093,0.130840,7642943.741231,2854548
Fischer_Heun,262144,23,3089691,0.032500,30769160.710219,4379190
Naive,262144,24,300,49.347566,20264.423953,0
Block_Decomp,262144,24,516082,0.527634,1895254.614494,2048
Sparse_Table,262144,24,39165360,0.029542,33849936.394277,22020096
Segment_Tree,262144,24,2485337,0.326365,3064055.101418,4194308
Hybrid_1,262144,24,1206003,0.079241,12619673.467716,932096
Hybrid_2,262144,24,7617535,0.089385,11187555.053259,8388624
Hybrid_3,262144,24,3360193,0.145404,6877375.703470,2854548
Fischer_Heun,262144,24,3119508,0.029218,34225603.955275,4378542
Naive,262144,25,288,55.241183,18102.436265,0
Block_Decomp,262144,25,593197,0.584670,1710366.277042,2048
Sparse_Table,262144,25,37922394,0.028696,34847616.773231,22020096
Segment_Tree,262144,25,2575673,0.357576,2796611.034308,4194308
Hybrid_1,262144,25,1350722,0.091712,10903678.560952,932096
Hybrid_2,262144,25,8408950,0.098979,10103204.027072,8388624
Hybrid_3,262144,25,3775366,0.158606,6304925.794523,2854548
Fischer_Heun,262144,25,3676729,0.034184,29253310.706873,4376517
Naive,262144,26,649,55.369297,18060.550676,0
Block_Decomp,262144,26,632758,0.651902,1533972.053014,2048
Sparse_Table,262144,26,38433113,0.031095,32159286.748184,22020096
Segment_Tree,262144,26,2775114,0.372714,2683024.696193,4194308
Hybrid_1,262144,26,1502594,0.092805,10775330.153153,932096
Hybrid_2,262144,26,8394004,0.099618,10038356.258112,8388624
Hybrid_3,262144,26,3784935,0.158738,6299669.746113,2854548
Fischer_Heun,262144,26,3512633,0.036221,27608477.227106,4378866
Naive,262144,27,185,57.542047,17378.596271,0
Block_Decomp,262144,27,538883,0.613676,1629524.318663,2048
Sparse_Table,262144,27,36842709,0.029916,33427297.466512,22020096
Segment_Tree,262144,27,2742596,0.365850,2733358.500276,4194308
Hybrid_1,262144,27,1355522,0.090051,11104853.032878,932096
Hybrid_2,262144,27,8292936,0.090745,11019863.701036,8388624
Hybrid_3,262144,27,3898110,0.152154,6572288.213582,2854548
Fischer_Heun,262144,27,3579922,0.035950,27816211.282372,4377732
Naive,262144,28,352,53.340338,18747.537870,0
Block_Decomp,262144,28,557179,0.568094,1760273.015810,2048
Sparse_Table,262144,28,36444280,0.026137,38260317.152777,22020096
Segment_Tree,262144,28,2544322,0.333582,2997765.079198,4194308
Hybrid_1,262144,28,1179298,0.086361,11579261.422368,932096
Hybrid_2,262144,28,8150554,0.089199,11210939.042380,8388624
Hybrid_3,262144,28,3714378,0.146559,6823201.368298,2854548
Fischer_Heun,262144,28,3496796,0.036102,27699259.609870,4379514
Naive,262144,29,217,53.085877,18837.401851,0
Block_Decomp,262144,29,538254,0.570992,1751337.031549,2048
Sparse_Table,262144,29,38230741,0.028500,35087569.098827,22020096
Segment_Tree,262144,29,2616995,0.337642,2961720.795323,4194308
Hybrid_1,262144,29,1430910,0.090384,11063924.823994,932096
Hybrid_2,262144,29,8176810,0.090879,11003630.824048,8388624
Hybrid_3,262144,29,3758725,0.147959,6758625.471033,2854548
Fischer_Heun,262144,29,3459123,0.034717,28804403.525037,4378299
Naive,262144,30,293,53.344534,18746.063030,0
Block_Decomp,262144,30,540960,0.559210,1788238.253084,2048
Sparse_Table,262144,30,41238787,0.037736,26500151.024361,22020096
Segment_Tree,262144,30,2958915,0.462591,2161738.989486,4194308
Hybrid_1,262144,30,1530288,0.098451,10157318.787999,932096
Hybrid_2,262144,30,8920949,0.109441,9137314.187005,8388624
Hybrid_3,262144,30,4075148,0.177849,5622738.218410,2854548
Fischer_Heun,262144,30,3896573,0.035418,28234490.265101,4378623
Naive,1048576,1,87,211.179812,4735.301118,0
Block_Decomp,1048576,1,2272903,1.064328,939559.644517,4096
Sparse_Table,1048576,1,184020499,0.036788,27182808.765379,96468992
Segment_Tree,1048576,1,10389724,0.482452,2072743.754583,16777220
Hybrid_1,1048576,1,5754005,0.110445,9054253.111809,3774888
Hybrid_2,1048576,1,39331629,0.142321,7026393.861585,33554472
Hybrid_3,1048576,1,14977744,0.223557,4473135.253242,10695520
Fischer_Heun,1048576,1,14971702,0.063801,15673693.758281,17572708
Naive,1048576,2,448,214.570060,4660.482457,0
Block_Decomp,1048576,2,2317291,1.223931,817039.728927,4096
Sparse_Table,1048576,2,223458111,0.042206,23693516.404289,96468992
Segment_Tree,1048576,2,15397791,0.593421,1685143.512585,16777220
Hybrid_1,1048576,2,6460779,0.127572,7838690.043271,3774888
Hybrid_2,1048576,2,41430810,0.175423,5700493.061867,33554472
Hybrid_3,1048576,2,15696484,0.251958,3968921.581813,10695520
Fischer_Heun,1048576,2,17326821,0.068853,14523686.549681,17571008
Naive,1048576,3,73,230.654360,4335.491416,0
Block_Decomp,1048576,3,2224673,1.071847,932968.938679,4096
Sparse_Table,1048576,3,179846730,0.036520,27381984.127595,96468992
Segment_Tree,1048576,3,12533605,0.473326,2112710.234633,16777220
Hybrid_1,1048576,3,5586778,0.104268,9590695.858788,3774888
Hybrid_2,1048576,3,36151456,0.147229,6792138.520775,33554472
Hybrid_3,1048576,3,14916257,0.216586,4617098.802105,10695520
Fischer_Heun,1048576,3,15214059,0.051176,19540473.714233,17563708
Naive,1048576,4,197,219.544017,4554.895250,0
Block_Decomp,1048576,4,2452819,1.281079,780591.774524,4096
Sparse_Table,1048576,4,208163623,0.050555,19780519.313798,96468992
Segment_Tree,1048576,4,12308814,0.609373,1641031.929123,16777220
Hybrid_1,1048576,4,7407766,0.160569,6227865.349142,3774888
Hybrid_2,1048576,4,50815056,0.175681,5692125.456722,33554472
Hybrid_3,1048576,4,16882506,0.260725,3835465.451318,10695520
Fischer_Heun,1048576,4,16682636,0.084718,11803819.992359,17580708
Naive,1048576,5,209,235.015315,4255.041856,0
Block_Decomp,1048576,5,2334720,1.126166,887968.589560,4096
Sparse_Table,1048576,5,190228895,0.043454,23012670.108794,96468992
Segment_Tree,1048576,5,14283056,0.559159,1788399.446127,16777220
Hybrid_1,1048576,5,6159435,0.120094,8326822.729422,3774888
Hybrid_2,1048576,5,39838052,0.162144,6167352.998489,33554472
Hybrid_3,1048576,5,15566865,0.226087,4423067.699280,10695520
Fischer_Heun,1048576,5,15558856,0.049848,20060794.639371,17576608
Naive,1048576,6,300,231.951454,4311.246950,0
Block_Decomp,1048576,6,2256716,1.110886,900182.556842,4096
Sparse_Table,1048576,6,183086710,0.036335,27521954.331775,96468992
Segment_Tree,1048576,6,10302496,0.493275,2027267.045857,16777220
Hybrid_1,1048576,6,5770870,0.106913,9353412.441004,3774888
Hybrid_2,1048576,6,41801456,0.160598,6226739.896366,33554472
Hybrid_3,1048576,6,15304213,0.219315,4559656.798645,10695520
Fischer_Heun,1048576,6,14881999,0.050302,19879817.754554,17571608
Naive,1048576,7,159,217.054850,4607.130411,0
Block_Decomp,1048576,7,2241073,1.090463,917041.830161,4096
Sparse_Table,1048576,7,182807237,0.037880,26398841.618830,96468992
Segment_Tree,1048576,7,13087575,0.493968,2024423.864151,16777220
Hybrid_1,1048576,7,6000039,0.109534,9129554.995179,3774888
